영화코드,영화명(국문),상영시간,장르,감독,배우1,배우2,배우3,참여 영화사1,참여 영화사2
20144102,워터 디바이너,111.0,드라마,러셀 크로우,러셀 크로우,올가 쿠릴렌코,제이 코트니,롯데쇼핑㈜롯데엔터테인먼트,(주)더블앤조이픽쳐스
20143541,박물관이 살아있다 : 비밀의 무덤,97.0,어드벤처,숀 레비,벤 스틸러,로빈 윌리엄스,댄 스티븐스,이십세기폭스코리아(주),이십세기폭스코리아(주)
20145041,더 이퀄라이저,131.0,액션,안톤 후쿠아,덴젤 워싱턴,클로이 모레츠,마튼 초카스,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
20131262,허삼관,123.0,드라마,하정우,하정우,하지원,전혜진,(주)두타연,(주)판타지오픽쳐스
20143253,존 윅,101.0,액션,채드 스타헬스키,키아누 리브스,애드리앤 팰리키,윌렘 데포,(주)제이앤씨미디어그룹,(주)나이너스엔터테인먼트
20145521,엑스 마키나,108.0,SF,알렉스 가랜드,도널 글리슨,알리시아 비칸데르,오스카 아이삭,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
20145021,와일드,115.0,드라마,장 마크 발레,리즈 위더스푼,가비 호프만,로라 던,이십세기폭스코리아(주),이십세기폭스코리아(주)
20142962,극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,98.0,애니메이션,유야마 쿠니히코,없음,없음,없음,롯데쇼핑㈜롯데엔터테인먼트,(주)포켓몬코리아
20149948,언브로큰,137.0,액션,안젤리나 졸리,잭 오코넬,도널 글리슨,가렛 헤드룬드,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
20144481,타임 패러독스,97.0,SF,마이클 스피어리그,에단 호크,노아 테일러,사라 스누크,(유)조이앤시네마,(유)조이앤컨텐츠그룹
20161725,마스터,142.0,액션,조의석,이병헌,강동원,김우빈,영화사 집,(주)씨제이이엔엠
20163183,로그 원: 스타워즈 스토리,133.0,액션,가렛 에드워즈,펠리시티 존스,디에고 루나,매즈 미켈슨,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사
20162025,씽,107.0,애니메이션,가스 제닝스,매튜 매커너히,리즈 위더스푼,스칼렛 요한슨,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
