영화코드,영화명(국문),상영시간,장르,감독,배우1,배우2,배우3,참여 영화사1,참여 영화사2
20090823,비상,100.0,액션,박정훈,김범,오재균,송하윤,(주)디디오엘필름 ,(주)성원아이컴
20090590,청담보살,119.0,멜로/로맨스,김진영,임창정,박예진,이준혁,(주)전망좋은 영화사,(주)넥스트엔터테인먼트월드(NEW)
20090811,에반게리온: 파,108.0,애니메이션,츠루마키 카즈야,미야무라 유코,하야시바라 메구미,오가타 메구미,가이낙스,예지림엔터테인먼트
20090669,집행자,97.0,드라마,최진호,윤계상,조재현,허태희,활동사진,(주)스폰지이엔티
20090682,솔로이스트,116.0,드라마,조 라이트,로버트 다우니 주니어,제이미 폭스,없음,드림웍스 SKG,유니버설픽쳐스인터내셔널 코리아(유)
20090605,굿모닝 프레지던트,132.0,코미디,장진,한동학,장동건,이순재,소란플레이먼트(주),CJ ENM
20090810,더 문,97.0,SF,던칸 존스,샘 록웰,케빈 스페이시,없음,(주)영화사구안,㈜플래니스 엔터테인먼트
20090664,시간 여행자의 아내,107.0,멜로/로맨스,로베르트 슈벤트케,에릭 바나,레이첼 맥아담스,진 윤,뉴라인 시네마,(주)일레븐엔터테인먼트
20090801,천국의 우편배달부,105.0,멜로/로맨스,이형민,한효주,김재중,조선욱,(주)삼화네트웍스,CJ ENM
20090484,애자,110.0,드라마,정기훈,김성태,최강희,김영애,시리우스픽쳐스(주),(주)시너지하우스 (시너지)
20090800,19-Nineteen,103.0,드라마,장용우,최승현,승리,허이재,(주)삼화네트웍스,CJ ENM
20090588,브로큰 임브레이스,120.0,드라마,페드로 알모도바르,페넬로페 크루즈,알레조 사우라스,안젤라 몰리나,해피송,유니버설픽쳐스인터내셔널 코리아(유)
20081455,귀없는 토끼,115.0,멜로/로맨스,틸 슈바이거,틸 슈바이거,노라 치르너,없음,CJ ENM,㈜세종커뮤니케이션스
20090578,바스터즈: 거친 녀석들,152.0,액션,쿠엔틴 타란티노,브래드 피트,크리스토프 왈츠,다이앤 크루거,더 웨인스테인 컴퍼니,유니버설픽쳐스인터내셔널 코리아(유)
20090146,펜트하우스 코끼리,145.0,드라마,정승구,장혁,이상우,이민정,엘레비젼,(주)시너지하우스 (시너지)
20090604,마이클 잭슨의 디스 이즈 잇,111.0,다큐멘터리,케니 오테가,마이클 잭슨,없음,없음,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜
20090579,디스트릭트 9,112.0,SF,닐 블롬캠프,샬토 코플리,제이슨 코프,없음,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜
20081729,킬 미,107.0,멜로/로맨스,양종현,신현준,장문석,강혜정,(주)싸이더스,(주)싸이더스
20090724,내 눈에 콩깍지,105.0,멜로/로맨스,이장수,이지아,강지환,신현탁,(주)삼화네트웍스,CJ ENM
20090667,파주,111.0,드라마,박찬옥,이선균,송요셉,서우,(주)티피에스컴퍼니,(주)명필름
20090613,팬도럼,108.0,액션,크리티앙 알버트,데니스 퀘이드,벤 포스터,노먼 리더스,콘스탄틴 필름 프로덕션,(주)케이알씨지
20090599,뉴욕 아이 러브 유,103.0,코미디,알렌 휴즈,나탈리 포트만,레이첼 빌슨,브래들리 쿠퍼,㈜케이디미디어,㈜케이디미디어
20090329,내 사랑 내 곁에,121.0,드라마,박진표,하지원,김명민,남능미,영화사 집,CJ ENM
20090592,나루토 질풍전 극장판-불의 의지를 잇는 자,95.0,애니메이션,사토 마사히코,나카무라 치에,없음,없음,에이원엔터테인먼트,애니박스 엔터테인먼트
20090670,하늘과 바다,104.0,드라마,오달균,장나라,민송아,유아인,(주)라원문화,롯데쇼핑㈜롯데엔터테인먼트
20090308,불꽃처럼 나비처럼,124.0,멜로/로맨스,김용균,최경원,조승우,수애,(주)싸이더스,(주)쇼박스
20090580,나는 비와 함께 간다,111.0,범죄,트란 안 홍,조쉬 하트넷,이병헌,기무라 타쿠야,CJ ENM,(주)케이앤엔터테인먼트
20090581,부산,101.0,액션,박지원,유승호,김영호,고창석,(주)오죤필름,(주)싸이더스
20090663,컴 아웃 파이팅,105.0,액션,디토 몬티엘,채닝 테이텀,줄라이 헤나오,없음,로그 픽쳐스,유니버설픽쳐스인터내셔널 코리아(유)
20090557,호우시절,100.0,멜로/로맨스,허진호,정우성,고원원,이봉화,판씨네마(주),(주)넥스트엔터테인먼트월드(NEW)
20090554,써로게이트,88.0,SF,조나단 모스토우,브루스 윌리스,라다 미첼,없음,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜
20090562,정승필 실종사건,100.0,코미디,강석범,김선영,이범수,김민선,화이트리시네마,롯데쇼핑㈜롯데엔터테인먼트
20090307,국가대표,137.0,드라마,김용화,하정우,성동일,김지석,케이엠컬쳐㈜,(주)쇼박스
20090528,페임,122.0,뮤지컬,케빈 탄차로엔,애셔 북,케이 파나베이커,나투리 노튼,레이크쇼어 엔터테인먼트,(주)다자인소프트
20090572,파이널 데스티네이션 4,82.0,공포(호러),데이빗 엘리슨,바비 캠포,닉 자노,헤일리 웹,워너브러더스 코리아(주),워너브러더스 코리아(주)
20090555,게이머,94.0,액션,브라이언 테일러,제라드 버틀러,앰버 발레타,없음,라이온스 게이트 필름즈,(주)시너지하우스 (시너지)
20090527,국가대표 완결판-못 다한 이야기,144.0,드라마,김용화,하정우,성동일,김지석,케이엠컬쳐㈜,(주)쇼박스
20090513,어글리 트루스,95.0,코미디,로버트 루게틱,캐서린 헤이글,제라드 버틀러,없음,레이크쇼어 엔터테인먼트,한국소니픽쳐스릴리징브에나비스타영화㈜
20090570,짱구는 못말려 극장판:태풍을 부르는 노래하는 엉덩이 폭탄,102.0,애니메이션,무토우 유지,나라하시 미키,후지와라 케이지,야지마 아키코,씨제이 씨지브이(CJ CGV)(주),씨제이 씨지브이(CJ CGV)(주)
20090556,나는 갈매기,85.0,다큐멘터리,권상준,손경구,조규철,조성우,㈜드림빌엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트
20090074,해운대,129.0,액션,윤제균,설경구,하지원,박중훈,(주)제이케이필름,CJ ENM
20090425,블랙,124.0,드라마,산제이 렐라 반살리,아미타브 바흐찬,라니 무케르지,없음,이언픽쳐스,(주)넥스트엔터테인먼트월드(NEW)
20090510,이태원 살인사건,99.0,범죄,홍기선,정진영,장근석,신승환,선필름,(주)쇼박스
20090529,S러버,97.0,코미디,데이빗 맥킨지,애쉬튼 커처,앤 헤이시,마가리타 레비에바,(주)싸이더스,(주)미로비젼
20090449,프로포즈,107.0,멜로/로맨스,앤 플레쳐,산드라 블록,라이언 레이놀즈,없음,터치스톤 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜
20090469,마이 시스터즈 키퍼,109.0,드라마,닉 카사베츠,아비게일 브레스린,카메론 디아즈,소피아 바실리에바,워너브러더스 코리아(주),워너브러더스 코리아(주)
20090501,9:나인,79.0,애니메이션,쉐인 액커,일라이저 우드,존 C. 라일리,제니퍼 코넬리,포커스피쳐스,에스케이텔레콤(주)
20090511,하이 레인,85.0,스릴러,아벨 페리,파니 발렛,니콜라스 지로드,없음,CJ ENM,데이지엔터테인먼트
20090517,처음 본 그녀에게 프로포즈하기,91.0,코미디,마이클 이안 블랙,제이슨 빅스,아일라 피셔,없음,롯데쇼핑㈜롯데엔터테인먼트,(주)코랄픽쳐스
20090455,오펀: 천사의 비밀,122.0,공포(호러),하우메 콜렛 세라,베라 파미가,이사벨 퍼만,없음,워너 브러더스 픽쳐스,워너브러더스 코리아(주)
20090427,지.아이.조 : 전쟁의 서막,117.0,액션,스티븐 소머즈,채닝 테이텀,버튼 페레즈,시에나 밀러,파라마운트 픽쳐스,CJ ENM
20090485,왼편 마지막 집,109.0,공포(호러),데니스 일리아디스,토니 골드윈,모니카 포터,없음,로그 픽쳐스,유니버설픽쳐스인터내셔널 코리아(유)
20090462,코코 샤넬,110.0,드라마,앤 폰테인,오드리 토투,브누와 뽀엘부르드,없음,에스케이텔레콤(주),인터비스앤파트너스(주)
20090453,드림업,111.0,드라마,토드 그라프,바네사 허진스,앨리슨 미칼카,없음,㈜케이디미디어,㈜케이디미디어
20090461,언더월드: 라이칸의 반란,92.0,판타지,패트릭 타투포우로스,마이클 쉰,로나 미트라,빌 나이,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜
20090408,아이스 에이지 3: 공룡시대,94.0,애니메이션,카를로스 살다나,데니스 리어리,퀸 라티파,존 레귀자모,블루스카이스튜디오,이십세기폭스필름코퍼레이션
20090459,퍼펙트 겟어웨이,96.0,스릴러,데이빗 토히,밀라 요보비치,티모시 올리펀트,키엘 산체스,데이비스 엔터테인먼트 필름웍스,(주)시너지하우스 (시너지)
20090428,나의 로맨틱 가이드,94.0,코미디,도널드 페트리,니아 발다로스,리차드 드레이퍼스,없음,(주)성원아이컴,(주)성원아이컴
20090304,요가학원,97.0,공포(호러),윤재연,유진,박한별,차수연,오퍼스픽쳐스(유),(주)싸이더스
20090319,오감도,128.0,드라마,허진호,김강우,황정민,김민선,데이지엔터테인먼트,(주)컬처캡미디어
20090454,소피의 연애 매뉴얼,107.0,멜로/로맨스,에바 진,장쯔이,소지섭,판빙빙,CJ ENM,CJ ENM
20090426,퍼블릭 에너미,140.0,범죄,마이클 만,조니 뎁,크리스찬 베일,없음,유니버셜 픽쳐스,유니버설픽쳐스인터내셔널 코리아(유)
20090460,라르고 윈치,108.0,어드벤처,제롬 샬레,토머 시슬리,크리스틴 스콧 토마스,없음,(주)프라임엔터테인먼트,(주)모션피아
20090434,불신지옥,112.0,미스터리,이용주,남상미,류승룡,김보연,(주)영화사아침,(주)쇼박스
20090391,업,101.0,애니메이션,피트 닥터,에드워드 애스너,밥 피터슨,이순재,월트 디즈니 픽쳐스,픽사 애니메이션 스튜디오
20090445,썸머 워즈,113.0,애니메이션,호소다 마모루,사쿠라바 나나미,카미키 류노스케,없음,CJ ENM,(주)케이앤엔터테인먼트
20090389,10억,114.0,스릴러,조민호,박해일,신민아,박희순,(주)이든픽쳐스 ,(주)싸이더스
20090412,명탐정 코난 : 칠흑의 추적자,110.0,애니메이션,야마모토 타이치로,다이고,타카야마 미나미,야마자키 와카나,에이원엔터테인먼트,(주)온미디어
20090330,4교시 추리영역,86.0,공포(호러),이상용,김호연,유승호,고길주,스웨이엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트
20090051,차우,121.0,액션,신정원,엄태웅,정유미,윤제문,(주)영화사수작,롯데쇼핑㈜롯데엔터테인먼트
20090379,해리 포터와 혼혈 왕자,153.0,어드벤처,데이빗 예이츠,다니엘 래드클리프,엠마 왓슨,루퍼트 그린트,워너 브러더스 픽쳐스,워너브러더스 코리아(주)
20090411,메디엄,102.0,공포(호러),피터 콘웰,버지니아 매드슨,카일 갈너,없음,골드써클필름,에스케이텔레콤(주)
20090430,미어캣의 모험,83.0,다큐멘터리,제임스 허니본,폴 뉴먼,없음,없음,예지림엔터테인먼트,예지림엔터테인먼트
20090303,트랜스포머: 패자의 역습,149.0,SF,마이클 베이,샤이아 라보프,메간 폭스,없음,드림웍스 SKG,파라마운트 픽쳐스
20090403,극장판 도라에몽: 진구의 공룡대탐험,107.0,애니메이션,와타나베 아유무,미즈타 와사비,없음,없음,TV 아사히,대원미디어(주)
20090336,킹콩을 들다,120.0,드라마,박건용,이범수,조안,김민영,(주)알지엔터웍스,(주)씨엘엔터테인먼트
20090327,여고괴담 5,88.0,공포(호러),이종용,오연서,장경아,손은서,(주)씨네이천,롯데쇼핑㈜롯데엔터테인먼트
20090061,블러디 발렌타인,101.0,공포(호러),패트릭 루지어,젠슨 애클스,에디 가테지,제이미 킹,라이온스 게이트 필름즈,(주)넥스트엔터테인먼트월드(NEW)
20090297,거북이 달린다,117.0,드라마,이연우,김윤석,정경호,견미리,(주)씨네이천,(주)쇼박스
20090402,해피 플라이트,102.0,코미디,야구치 시노부,아야세 하루카,타나베 세이이치,없음,알타미라픽쳐스,프리비젼엔터테인먼트
20090345,주온-원혼의 부활,112.0,공포(호러),아사토 마리,카고 아이,미나미 아키나,세토 코지,토에이 비디오 컴퍼니,(주)쇼박스
20090399,SICAF2009 서울국제만화애니메이션페스티벌,,기타,없음,없음,없음,없음,없음,없음
20071015,아더와 미니모이-제1탄비밀원정대의출정,102.0,어드벤처,뤽 베송,프레디 하이모어,미아 패로우,없음,유로파 Corp.,롯데쇼핑㈜롯데엔터테인먼트
20090375,레인,98.0,코미디,아그네스 자우이,아그네스 자우이,자멜 드부즈,없음,(주)스폰지이엔티,(주)스폰지이엔티
20090248,마더,128.0,드라마,봉준호,김혜자,원빈,진구,(주)바른손이앤에이,CJ ENM
20090343,링스 어드벤처,87.0,애니메이션,마누엘 시실리아,베아트리즈 베르시아노,은지원,왕석현,(주)성원아이컴,(주)성원아이컴
20090282,박물관이 살아있다 2,104.0,어드벤처,숀 레비,벤 스틸러,에이미 아담스,로빈 윌리엄스,이십세기폭스코리아(주),이십세기폭스코리아(주)
20081454,언노운 우먼,119.0,드라마,쥬세페 토르나토레,크세니야 라포포트,미첼 프라치도,없음,CJ ENM,㈜세종커뮤니케이션스
20081460,세비지 그레이스,97.0,드라마,톰 칼린,줄리안 무어,스티븐 딜레인,에디 레드메인,실버스푼,위드시네마
20090238,터미네이터 : 미래전쟁의 시작,115.0,SF,맥지,크리스찬 베일,샘 워싱턴,문 블러드굿,더 할사이온 컴퍼니,롯데쇼핑㈜롯데엔터테인먼트
20081737,7급 공무원,112.0,코미디,신태라,김하늘,강지환,유승목,(주)하리마오픽쳐스,(주)영화사수작
20090288,드래그 미 투 헬,99.0,공포(호러),샘 레이미,저스틴 롱,알리슨 로먼,없음,㈜케이디미디어,㈜케이디미디어
20090188,소명,72.0,다큐멘터리,신현원,강명관,심순주,없음,신현원프로덕션,(주)영화사구안
20090287,펠햄 123,105.0,액션,토니 스콧,존 트라볼타,덴젤 워싱턴,없음,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜
20090333,블룸 형제 사기단,113.0,코미디,라이언 존슨,애드리언 브로디,레이첼 와이즈,마크 버팔로,(주)시너지하우스 (시너지),데이지엔터테인먼트
20090225,인사동 스캔들,109.0,드라마,박희곤,김래원,엄정화,임하룡,(주)쌈지,에스케이텔레콤(주)
20090339,제8회 미장센단편영화제(2009),,기타,없음,없음,없음,없음,없음,없음
20090332,신주쿠 사건,119.0,액션,이동승,성룡,판빙빙,타케나카 나오토,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜
20090314,임피 원더랜드 가다,82.0,애니메이션,라인하르트 클루스,앙케 엥겔케,임주현,전숙경,씨제이 씨지브이(CJ CGV)(주),라인트리엔터테인먼트 
20090322,아스테릭스: 미션 올림픽 게임,101.0,코미디,프레더릭 포레스티에,제라르 드빠르디유,클로비스 코르니악,바네사 헤슬러,(주)넥스트엔터테인먼트월드(NEW),㈜코리아스크린
20090320,블러드,86.0,액션,크리스 나흔,전지현,코유키,없음,(주)싸이더스,(주)코랄픽쳐스
20090234,천사와 악마,138.0,미스터리,론 하워드,톰 행크스,이완 맥그리거,없음,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜
20090237,김씨표류기,116.0,코미디,이해준,정재영,구교환,정려원,반짝반짝영화사(주),(주)시네마서비스
20081003,박쥐,133.0,공포(호러),박찬욱,송강호,김옥빈,신하균,(주)모호필름,CJ ENM
20080400,물 좀 주소,100.0,코미디,홍현기,이두일,류현경,송준우,나우필름(주),유니코리아문예투자(주)
20090284,코렐라인: 비밀의 문,100.0,애니메이션,헨리 셀릭,테리 해처,다코타 패닝,없음,유니버설픽쳐스인터내셔널 코리아(유),없음
20090269,에코,95.0,드라마,얌 라라나스,제시 브래포드,아멜리아 워너,케빈 두런드,버티고 엔터테인먼트,(주)프라임엔터테인먼트
20090235,스타 트렉: 더 비기닝,126.0,SF,J.J. 에이브럼스,크리스 파인,재커리 퀸토,칼 어번,CJ ENM,CJ ENM
20090289,보트,115.0,드라마,김영남,하정우,츠마부키 사토시,이대연,(주)크라제픽쳐스,(주)스폰지이엔티
20081727,워낭소리,77.0,다큐멘터리,이충렬,최원균,이삼순,최종만,스튜디오느림보,㈜인디스토리
20090261,잘 알지도 못하면서,126.0,드라마,홍상수,고현정,김태우,엄지원,(주)영화제작전원사 ,(주)스폰지이엔티
20090226,케로로 더 무비: 드래곤 워리어,77.0,애니메이션,사토 준이치,코자쿠라 에츠코,나카타 조지,없음,에이원엔터테인먼트,(주)온미디어
20090222,엑스맨 탄생: 울버린,107.0,SF,개빈 후드,휴 잭맨,리브 슈라이버,다니엘 헤니,이십세기폭스필름코퍼레이션,이십세기폭스코리아(주)
20090169,실종,98.0,범죄,김성홍,문성근,추자현,전세현,활동사진,모션픽쳐
20090265,할로윈:살인마의 탄생,109.0,공포(호러),롭 좀비,스카우트 테일러-콤프튼,말콤 맥도웰,없음,디멘션 필름즈,(주)성원아이컴
20090259,옹박: 더 레전드,94.0,액션,토니 자,토니 자,없음,없음,㈜케이디미디어,㈜케이디미디어
20090195,몬스터 vs 에이리언,94.0,애니메이션,롭 레터맨,리즈 위더스푼,르네 젤위거,휴 로리,드림웍스 애니메이션,CJ ENM
20090236,싸이보그 그녀,120.0,코미디,곽재용,아야세 하루카,코이데 케이스케,없음,마루온(주),(주)넥스트엔터테인먼트월드(NEW)
20090214,스테이트 오브 플레이,127.0,드라마,케빈 맥도널드,러셀 크로우,벤 애플렉,레이첼 맥아담스,유니버설픽쳐스인터내셔널 코리아(유),없음
20090206,노잉,121.0,SF,알렉스 프로야스,니콜라스 케이지,로즈 번,챈들러 캔터베리,(주)넥스트엔터테인먼트월드(NEW),(유)마스엔터테인먼트코리아
20090035,똥파리,130.0,드라마,양익준,양익준,김꽃비,이환,몰필름,(주)영화사 진진
20090227,리틀 비버,72.0,가족,필립 칼드롱,브누아 브리에르,유재석,김동현,(주)쇼박스,(주)인앤인픽쳐스
20090196,나의 판타스틱 데뷔작,95.0,코미디,가스 제닝스,빌 밀너,윌 폴터,쥴 시트럭,예지림엔터테인먼트,시네마밸리
20090156,그림자 살인,111.0,미스터리,박대민,송요셉,황정민,류덕환,CJ ENM,CJ ENM
20090210,13구역: 얼티메이텀,100.0,액션,패트릭 알레산드렝,시릴 라파엘리,데이빗 벨,없음,유로파 Corp.,㈜케이디미디어
20090176,분노의 질주: 더 오리지널,106.0,액션,저스틴 린,빈 디젤,폴 워커,미쉘 로드리게즈,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
20090219,제독의 연인,123.0,드라마,안드레이 크라프추크,엘리자베타 보야르스카야,콘스탄틴 카벤스키,없음,(주)싸이더스,(주)미로비젼
20090161,슬럼독 밀리어네어,120.0,드라마,대니 보일,데브 파텔,이르판 칸,프리다 핀토,(주)영화특별시에스엠씨,CJ ENM
20090207,엽문,106.0,액션,엽위신,견자단,임달화,슝다이린,만다린 필름즈 디스트리뷰션,(주)제이앤씨미디어그룹
20090203,내 남자의 아내도 좋아,96.0,드라마,우디 알렌,스칼렛 요한슨,페넬로페 크루즈,하비에르 바르뎀,(Europe) Media Program,(주)씨지브이신도림
20090193,우리 집에 왜 왔니,107.0,드라마,황수아,강혜정,박희순,문재원,㈜어거스트 ,롯데쇼핑㈜롯데엔터테인먼트
20090205,더블 스파이,125.0,범죄,토니 길로이,클라이브 오웬,줄리아 로버츠,없음,로라 빅포드 프로덕션즈,유니버설픽쳐스인터내셔널 코리아(유)
20090189,매란방,118.0,드라마,첸 카이거,여명,장쯔이,없음,China Film Group Corporation,에스케이텔레콤(주)
20090065,더 리더: 책 읽어주는 남자,123.0,드라마,스티븐 달드리,랄프 파인즈,케이트 윈슬렛,데이빗 크로스,미라지 엔터프라이즈,(주)노바미디어
20090192,용의자 X의 헌신,128.0,미스터리,니시타니 히로시,후쿠야마 마사하루,츠츠미 신이치,시바사키 코우,어뮤즈픽쳐스,(주)넥스트엔터테인먼트월드(NEW)
20090190,미쓰 루시힐,96.0,코미디,조나스 엘머,르네 젤위거,해리 코닉 주니어,없음,(주)쇼박스,(주)쇼박스
20090090,쇼퍼홀릭,105.0,코미디,P.J. 호건,아일라 피셔,휴 댄시,조앤 쿠삭,터치스톤 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜
20090191,안나와 알렉스 : 두자매 이야기,87.0,공포(호러),찰스 가드,에밀리 브라우닝,아리엘 케벨,없음,드림웍스 SKG,CJ ENM
20090194,토마스와 친구들 - 극장판,61.0,애니메이션,스티브 애스퀴스,피어스 브로스넌,없음,없음,(주)코카반,(주)코카반
20090088,신부들의 전쟁,88.0,코미디,게리 위닉,앤 해서웨이,케이트 허드슨,없음,이십세기폭스코리아(주),이십세기폭스코리아(주)
20090157,푸시,111.0,SF,폴 맥기건,크리스 에반스,다코타 패닝,카밀라 벨,서미트 엔터티인먼트,롯데쇼핑㈜롯데엔터테인먼트
20090174,카오스,105.0,액션,토니 기글리오,제이슨 스타뎀,라이언 필립,웨슬리 스나입스,(주)싸이더스,(주)코랄픽쳐스
20090085,슬픔보다 더 슬픈 이야기,105.0,멜로/로맨스,원태연,권상우,이보영,이범수,(주)코어콘텐츠미디어,(주)쇼박스
20090167,기프트,105.0,액션,그렉 마크스,쉐인 웨스트,에드워드 번즈,빙 라메스,(주)성원아이컴,(주)성원아이컴
20090064,그랜 토리노,116.0,드라마,클린트 이스트우드,클린트 이스트우드,크리스토퍼 칼리,비 방,워너브러더스 코리아(주),워너브러더스 코리아(주)
20090171,번 애프터 리딩,95.0,코미디,에단 코엔,조지 클루니,브래드 피트,프란시스 맥도먼드,워킹 타이틀 필름,(주)성원아이컴
20090082,드래곤볼 에볼루션,85.0,액션,제임스 왕,저스틴 채트윈,주윤발,에미 로섬,이십세기폭스필름코퍼레이션,이십세기폭스코리아(주)
20090023,작전,119.0,범죄,이호재,박용하,박희순,김민정,(주)영화사비단길,(주)쇼박스
20090087,뉴욕은 언제나 사랑 중,90.0,멜로/로맨스,그리핀 던,우마 서먼,콜린 퍼스,제프리 딘 모건,(주)싸이더스,데이지엔터테인먼트
20090024,벤자민 버튼의 시간은 거꾸로 간다,166.0,드라마,데이빗 핀처,브래드 피트,케이트 블란쳇,없음,파라마운트 픽쳐스,워너 브러더스 픽쳐스
20090091,13일의 금요일,97.0,공포(호러),마커스 니스펠,다니엘 파나베이커,아만다 라이거티,없음,CJ ENM,CJ ENM
20090043,왓치맨,161.0,액션,잭 스나이더,제프리 딘 모건,빌리 크루덥,재키 얼 헤일리,파라마운트 픽쳐스,워너 브러더스 픽쳐스
20090012,그는 당신에게 반하지 않았다,129.0,멜로/로맨스,켄 콰피스,제니퍼 코넬리,드류 베리모어,벤 애플렉,뉴라인 시네마,(주)넥스트엔터테인먼트월드(NEW)
20090103,부그와 엘리엇 2,76.0,애니메이션,매튜 오칼라헌,조엘 맥헤일,마이크 엡스,없음,소니 픽쳐스 애니메이션,소서러스어프렌티스(주)
20060424,숏버스,102.0,드라마,존 카메론 밋첼,숙인 리,폴 도슨,없음,실버스푼,(주)스폰지이엔티
20090042,핸드폰,137.0,스릴러,김한민,엄태웅,박용우,박솔미,(주)씨네토리,(주)한컴
20090063,인터내셔널,117.0,액션,톰 티크베어,클라이브 오웬,나오미 왓츠,없음,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜
20090086,킬러들의 도시,102.0,범죄,마틴 맥도나,랄프 파인즈,콜린 파렐,브렌단 글리슨,(주)시너지하우스 (시너지),㈜플래니스 엔터테인먼트
20090068,더 레슬러,109.0,드라마,대런 아로노프스키,미키 루크,마리사 토메이,에반 레이첼 우드,(주)넥스트엔터테인먼트월드(NEW),(주)유레카픽쳐스 
20090083,언데드,87.0,공포(호러),데이빗 S. 고이어,오데뜨 유스트만,게리 올드만,메간 굿,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유)
20090044,작은 영웅 데스페로,93.0,애니메이션,샘 펠,매튜 브로데릭,더스틴 호프만,엠마 왓슨,유니버설픽쳐스인터내셔널 코리아(유),없음
20090092,라스트프로포즈,96.0,멜로/로맨스,유위강,유덕화,서기,없음,롯데쇼핑㈜롯데엔터테인먼트,(주)케이앤엔터테인먼트
20090078,구세주 2,100.0,코미디,황승재,최성국,이영은,송창용,(주)씨와이필름,CJ ENM
20090027,말리와 나,115.0,드라마,데이빗 프랭클,오웬 윌슨,제니퍼 애니스턴,없음,폭스2000픽처스,뉴리전시 픽쳐스
20090025,문프린세스 : 문에이커의 비밀,103.0,어드벤처,가버 추보,다코타 블루 리차드,이안 그루퍼드,나타샤 맥켈혼,(주)성원아이컴,(주)성원아이컴
20090062,가필드-마법의 샘물,80.0,애니메이션,마크 A.Z. 디페,그렉 버거,프랭크 웰커,그렉 이글스,㈜케이디미디어,㈜케이디미디어
20090028,레볼루셔너리 로드,118.0,드라마,샘 멘데스,케이트 윈슬렛,레오나르도 디카프리오,없음,CJ ENM,CJ ENM
20080870,마린보이,118.0,액션,윤종석,김강우,조재현,박시연,리얼라이즈픽쳐스(주),CJ ENM
20090015,적벽대전 2 : 최후의 결전,141.0,액션,오우삼,금성무,양조위,조미,(주)쇼박스,(주)쇼박스
20090018,체인질링,141.0,드라마,클린트 이스트우드,안젤리나 졸리,존 말코비치,제프리 도노반,이메이진엔터테인먼트,유니버설픽쳐스인터내셔널 코리아(유)
20071013,작전명 발키리,120.0,스릴러,브라이언 싱어,톰 크루즈,빌 나이,케네스 브래너,유나이티드 아티스트,이십세기폭스코리아(주)
20090019,잉크하트 : 어둠의 부활,106.0,어드벤처,이안 소프틀리,브렌든 프레이저,시에나 길로리,엘리자 베넷,뉴라인 시네마,롯데쇼핑㈜롯데엔터테인먼트
20090026,세븐 파운즈,123.0,드라마,가브리엘 무치노,윌 스미스,우디 해럴슨,로자리오 도슨,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜
20090022,키친,102.0,멜로/로맨스,홍지영,김태우,신민아,주지훈,(주)수필름,실버스푼
20090014,유감스러운 도시,121.0,코미디,김동원,정준호,최경원,정웅인,(주)주머니이엔티,CJ ENM
20090029,알파독,113.0,드라마,닉 카사베츠,벤 포스터,저스틴 팀버레이크,에밀 허쉬,(주)싸이더스,(주)코랄픽쳐스
20090013,트랩,105.0,범죄,유위강,리차드 기어,클레어 데인즈,없음,아이비젼엔터테인먼트(주),㈜코리아스크린
20081791,마다가스카 2,89.0,애니메이션,에릭 다넬,데이빗 쉼머,크리스 록,제이다 핀켓 스미스,드림웍스 애니메이션,CJ ENM
20090017,베드타임 스토리,99.0,코미디,아담 쉥크만,아담 샌들러,케리 러셀,없음,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜
20081809,트랜스포터-라스트 미션,103.0,액션,올리비에 메가턴,제이슨 스타뎀,나탈리아 루다코바,없음,TF1 필름 프로덕션,(주)시너지하우스 (시너지)
20081790,디파이언스,136.0,드라마,에드워드 즈윅,다니엘 크레이그,제이미 벨,리브 슈라이버,(주)엠플러스픽쳐스,(주)미로비젼
20090006,탑 블레이드 더 무비,70.0,애니메이션,야스미 테츠오,나가사와 나오,쿠마이 모토코,없음,롯데쇼핑㈜롯데엔터테인먼트,SBS프로덕션
20040818,버터플라이,83.0,코미디,필립 뮬,미셸 세로,클레어 부아닉,나드 디유,프리비젼엔터테인먼트,퍼스트런피쳐
20081792,비카인드 리와인드,100.0,코미디,미셸 공드리,잭 블랙,모스 데프,없음,뉴라인 시네마,(주)싸이더스
